Show,Sentiment,Review
Jersey Shore,1,"There is a kind of vacuous, ferocious materialism to the kids of Jersey Shore that makes it the most compelling of these shows. They seem to need all the empty hedonism more than others."
Jersey Shore,1,They came. They drank. They singlehandedly destroyed the reputation of everyone from Jersey. And now they are all grown up and going to get drunk and sloppy off camera.
Jersey Shore,1,"Some brilliant, beleaguered producer made the editorial decision to juxtapose the photo of the balls on the cake next to footage of Mike and Pauly eating the cake, which made for the best split screen moment of the show, or any show, perhaps ever."
Jersey Shore,0,"Just because the Jersey Shore era has come to a close, let's not pump it up with either instant nostalgia or importance."
Jersey Shore,1,"This final season of Jersey Shore is weirdly thrilling: In a culture that has become addicted to train-wrecks, Jersey Shore has become a show about survivors trying to put themselves back together."
Jersey Shore,0,"Now that the Jersey Shore cast members have moved past the reasons they got cast in the first place and, more importantly, become too famous for the show to pretend otherwise, it's time to recycle."
Good Sam,1,Good Sam riffs on what CBS is known for -- comforting problem-of-the-week dramas -- and adds a new level of spice and interest to the proceedings.
Good Sam,1,"Let's take a moment to celebrate Bush's return to TV in a leading role. Sam is perfect for her, and Bush's passion for this project is palpable through the TV."
Good Sam,1,Mainly because Sophia Bush and Jason Isaacs are compelling to watch - individually and together - Good Sam rises slightly above the run-of-the-mill network medical procedural. But the relationships and characters will have to evolve to keep us tuning in.
Good Sam,1,"Bush and Isaacs prove well-matched for the task of portraying this particularly thorny, complex relationship."
Good Sam,1,The series has a significant asset in Ms. Bush... she is charming but also makes Sam convincingly competitive
Good Sam,0,An over-emotive hospital soap opera that's even more slavishly bound by the conventions of its genre.
Good Sam,0,Good Sam offers both medical-case-of-the-week and soapy storylines along with the who-needs-who more back-and-forth between father and daughter. This one's more middling OK than good.
Good Sam,0,I'm as game as the next fan for a new House. This just isn't there yet.
Chappelle's Show,1,"Judging by the first episode, the third season was poised to be as funny and irreverent as the first two."
Chappelle's Show,0,"Without the full force of [Dave] Chappelle's soaring comedic vision, The Lost Episodes is merely a frustrating reminder of great promise unfulfilled."
Chappelle's Show,1,"The quality is not as consistently high nor the content quite as daring as Chappelle's show was at its best, but... he can still be crazily and courageously funny even in bite-size morsels."
Chappelle's Show,1,Part of [Dave] Chappelle's charm is that he makes all this dangerous material look effortless.
Chappelle's Show,1,[Dave] Chappelle's comedy leftovers are still pretty satisfying.
Chappelle's Show,1,"I was really nervous about how it would be, as [Dave] Chappelle was claiming that most of the unused skits where unfunny and not complete, but I was pleasantly surprised."
Chappelle's Show,1,"It's a fitting epitaph for the late, lamented Chappelle's Show."
Chappelle's Show,1,"Sure, you'll laugh loud and long at this first ""Lost"" episode -- and, obviously, that's what's important. But these episodes have a memorial quality to them and, like fame itself, their impact feels fleeting."
Chappelle's Show,0,Comedy Central made a huge mistake in airing unfinished (and mediocre) skits left behind when Chappelle bailed on the network two years ago. That's not to say I can't understand its motivation.
Chappelle's Show,1,"The Lost Episodes isn't an exercise in barrel scraping, fortunately, but it would be a lot easier to enjoy this raw, personal material without twinges of guilt if this were a lovingly assembled bootleg rather than a corporate bid to recoup an investment."
Chappelle's Show,1,"The skits from the first Lost Episode find the comedian in top form, picking on subjects ripe to be picked on. But - and here's where pop psychologists could have a field day - one of the topics is himself."
Chappelle's Show,1,"As three episodes of Chappelle's Show, ""The Lost Episodes"" don't measure up. As three episodes that depict how difficult it is to sustain something with its power, potency, ferocity, and intelligence, ""The Lost Episodes"" are essential."
Chappelle's Show,1,"Ultimately, even in disconnected, abridged, or otherwise compromised form, the funnyman still ranks in the top percentile of his comedy class."
Chappelle's Show,1,"The sketches in the three episodes, like most Chappelle's Show material, get funnier upon multiple viewings."
Chappelle's Show,1,"A fascinating, brilliant, and sometimes maddening collection of three episodes cobbled together, Frankenstein-style, from skits Chappelle made before he famously ditched his show and fled to Africa."
Chappelle's Show,1,"The sketches here are high-grade Chappelle: funny and surprising, if not a full-on riot, as his best work on the show has been. But they also tell the story of an intellectual with an esoteric imagination."
Guilty Party,0,"Unlike Only Murders in the Building, Guilty Party doesnt seem to have much to say about true crime beyond just using it as a backdrop for comedy and mystery...At the very least, Kate Beckinsale is as good as ever."
Guilty Party,1,"This series leans toward the funny end of the spectrum of the ""amateur detective who gets in over their head"" premise, but it also tends to use that comedy to cover up the shakier aspects of the writing."
Guilty Party,0,"Guilty Party's opening episode presents us with an unbelievable, uncharismatic lead character who seems out of place and ill-equipped for every room she enters."
Guilty Party,1,"While we like Beckinsale's performance in Guilty Party, the show doesn't seem to have enough story elements to really make us latch onto Beth or her quest to get her career back."
Guilty Party,1,"This fish-out-of-water quality alchemizes with Beckinsale's big-screen-size charisma into a highly watchable performance, as ""Guilty Party"" reveals how much Beth is also out of sorts."
Guilty Party,0,"Guilty Party, which swings from black comedy to high-stakes drama without finding its desired sweet spot somewhere in between, just keeps giving in to Beth's worse instincts without giving its audience any real reasons to care."
Guilty Party,1,Kate Beckinsale is a woman on a half-baked quest for surly redemption in this intriguing new dark comedy-drama.
Guilty Party,0,"Everything that Beth does in this clumsy, unfunny show makes her seem more like someone who's never even taken a journalism class, let alone won a prestigious industry award."
Guilty Party,0,"It's clear that Guilty Party has set out to spin a narrative about a complicated woman working a complicated case. But at this point in the story, the whole thing seems on the verge of buckling under one complication too many."
Guilty Party,0,"While a 30-minute dramatic series is often welcome, ""Guilty Party"" might have been better suited to a one-hour format that would allow Addelman and her team to flesh out the characters and their motivations as well as fine tune the tone."
Detroiters,1,"On top of being hilarious, the show's central duo was touchingly pure."
Detroiters,1,"In Detroiters, silliness is not a way of accenting seriousness; it is a triumph over seriousness, a bold and brightly colored affirmation that yes, actually, life is pretty funny."
Detroiters,1,"It's a very confident show, relaxed and unhurried and utterly aware of what it's trying to say and why, and that makes it not just funny but also a legitimately great TV program."
Detroiters,1,"Detroiters so easily could've been an insular half hour of bro-ey inside jokes, or worse, a Portlandia for the Motor City. Instead, it's a colorful world of dippy, hysterical characters that you want to spend time with. It's joy-inducing stuff."
Detroiters,1,"Detroiters is a goofy, eccentric, heartfelt love letter its namesake city."
Detroiters,1,"Tim and Sam's friendship on and offscreen remains aspirational, as the joyful duo return with more of their sharp and sincere comedy that we desperately need."
Detroiters,1,Season 2 doesn't just improve on the show's stellar rookie year; it catapults the sitcom to must-see status.
Detroiters,1,"It would be really easy to make that cynical show about idiots who can't get their business together, but that isn't Detroiters, and we're all the better for it."
Detroiters,1,"They convey kindness through their stories, and after watching five episodes of Season 2, it's easy to see the series' transformative power."
Detroiters,1,"When Comedy Central picked it up for this second season, it gave Detroiters a second chance to become what it deserves to be - the kind of beloved series that friends and co-workers eagerly recommend to each other."
Inside Amy Schumer,0,"Schumer is as brazen and politically conscious as ever, but this season feels less personal and less urgent than last season...and more formulaic-sometimes even bordering on lazy."
Inside Amy Schumer,1,It's not clear if Season 4's relative mildness is a result of Schumer's split focus...but Amy still packs in plenty of solid laughs.
Inside Amy Schumer,0,"For Inside Amy Schumer to bounce back, it perhaps needs to veer away from her newfound superstardom and back toward the blunt, abrasive honesty that made her a success to begin with."
Inside Amy Schumer,1,"Between seasons 3 and 4, Schumer became a bonafide movie star, but instead of treating ""Inside"" like a day job, she's continuing to use it as a platform. Sometimes she strikes out, but she's still got a hell of a swing."
Inside Amy Schumer,1,"Schumer's dark, violent sketches make us laugh even as they pack a much-needed gut punch. This isn't to say the current season of Inside Amy Schumer isn't funny. She adeptly and hilariously spoofs broad pop culture genres."
Inside Amy Schumer,1,Inside Amy Schumer upped the level of naughty sketch comedy last season and seemingly keeps up the pace as season four starts.
Inside Amy Schumer,0,"All the sketches are well-produced, well-cast, and well-acted, but most are disappointingly underwritten, unfocused, or repetitive."
Inside Amy Schumer,0,"Even though what I've seen of season four isn't quite as funny as I'd like it to be, I hope that Schumer's benign tyranny of mainstreaming feminism isn't ending anytime soon."
Inside Amy Schumer,1,So there's nothing terribly bad about the new Inside Amy Schumer. But there's also no sketch here that comes close to previous-season wonderfulness.
Inside Amy Schumer,1,"Given Schumer's success, the audience is expecting that genius on a rather more reliable basis. I'm sure it's coming, even if it isn't evident right out of the gate."
Inside Amy Schumer,1,The comedian's back to basics (albeit now with a few celebrity friends) by making the same kind of sketches that made her famous and crafting a few viral hits along the way.
Inside Amy Schumer,1,"Still funny without being revelatory, the new season may represent a crossroads of sorts for Schumer: Can the former underdog strike the same rich comedic veins now that she's a star?"
Inside Amy Schumer,0,"There are jokes about what it means to be an everyday woman, but they're sprinkled in among jokes about what it must be like to be Amy Schumer, and it messes with the voice of the show."
Inside Amy Schumer,1,They're all funny and - even better than that - smart. Fans will be pleased. The hotness will only grow hotter.
RuPaul's Drag Race: All Stars,0,The show has gone too far in its pursuit of turning queer art into a commodity. What business does the cast of “RuPaul’s Drag Race All Stars” Season 7 have at a stock exchange?
Westworld,1,"I have no idea what is going on, but now in the good, excited way that reminds me of seasons one and two rather than the listless, can’t-be-arsed way of season three. Which, I would say, is déjà vu to be welcomed. Fingers crossed."
Westworld,1,"It’s an absolute smorgasbord of thespian delights. Even at its most opaque, Westworld has always been worth watching just for those performances."
Westworld,1,"Westworld has returned in assured and brilliant style... Just when you think you have a handle on what’s happening, a big twist shows that you don’t."
Westworld,1,At least this feels a bit more like Westworld when it was actually good.
Westworld,1,"It has not lost its intelligence or quality. In many ways, this season is easier to follow than the last one, which suffered a bit from the usual symptoms of trying to expand a property beyond the source material."
Westworld,0,"Viewers who have come this far might not be able to resist sticking around for answers, but these are all teasers the show is posing about itself, from within its own impenetrable lore. Those big questions have shrunk from view."
Westworld,1,"Westworld may have shed a few of its I.Q. points over the years, but it's still a decent shoot-em-up that gives us women fighting back and winning."
Westworld,1,A meditative ride that keeps the synapses firing.
Westworld,0,"While there is surely intelligent life out there eager to see where this goes, at this point it's not so much a question of not being able to follow the series through its convoluted maze as simply not feeling as if it's worth the energy to try."
Westworld,1,"At this point, you sort of have to admire Westworld's resistance to crowd pleasing. We're so far beyond the lauded robot cowboy show at this point, I've swerved back around into begrudgingly respecting the Nolans' absurdly complicated narrative."
Westworld,1,"“Season 4 is a promising return to the dystopic, adults-only Magic Kingdom…”"
Westworld,1,"The show has earned a reputation for being too elaborate for its own good; at its core, though, Westworld is stubbornly simple. Four seasons in, it’s stopped trying to say anything new."
Westworld,1,One may miss the intriguing narrative loops and interior fugues of seasons one and two... But there is nonetheless shivery fun to be had as Westworld imagines what was probably the inevitable outcome of all this tinkering with synthetic thought.
Westworld,1,"Its capacity to fascinate us remains intact, especially as the themes which have always been lurking in the show become more present."
Westworld,1,"The most legible and the most fun Westworld has been in years. It’s still a mind game, but it no longer feels as if you’re playing against a computer."
Westworld,1,"The series still feels mysterious in a fun way and ominous in its themes and methods but this ""reset"" mode also has its drawbacks."
Westworld,0,"The new season of often wayward drama doesn’t just treat many of the people onscreen as NPCs. Withholding to a fault and placing a wearying emphasis on misdirection, it leaves viewers in the dark."
Westworld,1,"Westworld returns with a slow, somewhat vibrant, and irregular Season 4. It lacks a hook or an intrigue, which makes it a little less engaging than usual. [Full review in Spanish]"
Westworld,1,"Say what you will about Westworld, the show is unafraid to take risks and swing for the fences, and the rare moments it fully succeeds are more than enough to get me to plug back in."
Westworld,1,"Beautiful, baffling, and bonkers. A welcome resurgence for Joy and Nolan’s box of violent delights, and one that firmly dispels any hint that Westworld might have gone south."
Westworld,0,"It’s resolved to do what its done before to the best of its abilities, like a piece of A.I. tasked with replicating the human experience, but tapping out after it learns “excitement” and “deception.”"
Westworld,1,"It's hard to talk about Westworld's fourth season without fear of giving too much away, so I'll just say this: It's awesome."
Westworld,1,“Westworld” is essentially giving us the “The Matrix” sequel that we never got.
Westworld,1,"Westworld left the western theme park after Season 2, but continues to deepen the world in which that theme park could exist. Season 4 presents the most intriguing combination yet of Season 3's science-fiction and the themes of the first two seasons."
Westworld,1,"You may be wondering if you’ll need a refresher before tackling this new batch of episodes, but I was surprised at how easy to follow the show was — even if it had been more than two years since I last saw Maeve, Dolores and the destruction of Rehoboam."
Westworld,1,"Streamlining the storytelling surely helps the overall narrative, but this comes by sacrificing character nuance."
Westworld,0,"Will it all come together in a way that’s narratively sensible and emotionally satisfying? Fool me thrice, shame on me. Fool me four times, shame on Westworld."
Westworld,1,"Westworld Season 4 does the smart thing of offering just enough reveals without showing its full hand too early, feeding viewers little morsels of story while still gearing up for what has the potential to be a fine return to form."
Westworld,0,Westworld season 4 is ... a lot.
Westworld,1,The sinister quality of Westworld remains intact and there are gripping action sequences. Yet it’s hard to tell if the series is back on the rails as a vivid exploration of the power of myth and story.
Irma Vep,1,"With its virtues and flaws, Irma Vep is a worthy addition to the behind-the-scenes fiction canon, though it will never erase the memory of the original film. Thankfully. [Full review in Spanish]"
Irma Vep,1,"Stuffed with references to historical and contemporary film, Olivier Assayas’s miniseries version of his own 1996 film Irma Vep is sometimes too clever for its own good."
Irma Vep,1,"Nevertheless enjoyable for its superficial elements, mainly the beauty of its cast and locations..."
Irma Vep,1,"That key combination of Assayas, Vikander and all things Irma Vep is what dreams are made of, as is one of 2022's most glorious new TV shows."
Irma Vep,1,"The results aren’t pretty, even when they’re breathtaking; if there’s a more succinct critique of how everything from masterpieces to hot messes have been reduced to “content”... I have yet to see it."
Irma Vep,1,"Vikander’s performance is fantastically grounded, shifting from an “I need coffee” zombie walk out of her hotel to the cat-burglar elegance of Irma Vep in her black catsuit on the roofs of Paris, transforming sometimes in the space of a breath."
Irma Vep,1,"Not without some entertaining aspects. However, it just feels sort of stuck at this point. Nothing feels like it’s moving forward. Can something happen, please?"
Irma Vep,1,"At once delicious with plausible acrimony between egotists who are actually vulnerable people in real life, and sensitive to the vagaries of show business life, it has an unusual and very adult tone."
Irma Vep,1,The new Irma Vep may seem to be built solely for cinephiles. But it’s accessible and self-aware in how it giddily honors and skewers the modern entertainment industry.
Irma Vep,1,"It's all very clever and very much inside baseball, and there are times when it's almost exhausting keeping up with all the byzantine developments, but Irma Vep is worth the effort for its many moments of inspired lunacy."
Irma Vep,1,"Irma Vep was already a deeply meta story. Adapting it into an HBO series starring Alicia Vikander risks losing the plot entirely—but as it turns out, the director still has plenty to say about Hollywood."
Irma Vep,1,"A beautifully observed satire on modern filmmaking, skewering the monolith of Hollywood superhero cinema and poking fun at the trappings of prestige TV."
Irma Vep,1,"Assayas delivers here a unique, pleasantly absorbing eight-part work that comments on itself and the very nature of filmmaking. It’s also a fun take on the collective quirks of putting anything together with a diverse group of people."
Irma Vep,1,"Mix Mira's immersion in the role with the other shenanigans happening on set, and we should get a pretty fun view of how the movie and TV sausage is made..."
Irma Vep,1,"... Slightly disappointing. Not because it's bad, but it falls short from what we've come to expect from Assayas. [Full review in Spanish]"
Irma Vep,1,"Irma Vep is a quirky showbiz dramedy with some of the most deceptively smart writing on television, and that’s worth tuning in for."
Irma Vep,1,"It’s certainly a slow burn when it comes to plot, but if you love peeking into the world of making movies and TV, and atypical storytelling, Irma Vep is one to watch."
Irma Vep,1,"If “Irma Vep” ’96 is a quintessential Ship of Theseus... Vikander, through Mira, is an actress who can conjure a sea-ready vessel at will for whatever each new situation demands."
Irma Vep,1,Astute and metatextual... [Full review in Spanish]
Irma Vep,1,The series leans into the absurdity of trying to find creative and personal expression in an industry that in a perpetual state of reinvention.
Irma Vep,1,"[Assayas] hasn’t so much remade his earlier film as turned it inside out, expanding some ideas and collapsing others, inventing new characters and subplots, and adapting some of his earlier questions about art and obsession to our weird new age."
Irma Vep,1,Even better than the original.
Irma Vep,1,"Irma Vep is a brilliant babushka doll of a show. Within each of its story layers lurks another, each more intricately detailed than the last."
Irma Vep,1,"What a viewer has to reconcile are the intentions of Mr. Assayas and his staggered construction: layers of interpersonal messiness, even emotional self-destruction, atop genuine artistic motivation and, maybe, accomplishment."
Irma Vep,1,"Like a lot of film school products, it's full of scathing wit and overheated erotic undertones and a little weak on narrative. And it's a lot of fun to watch, though the first person to announce ""what it means"" will get a hard slapping."
Irma Vep,1,"A smart, twisting look behind-the-scenes, and a reminder that Olivier Assayas is one of the best alive today in the filmmaking business, and apparently TV too."
Irma Vep,1,"Irma Vep takes a bit too long setting the table before getting to the meat of this adaptation, but once it gets going in the third episode, Assayas is crafting a remarkably personal and shockingly honest look at art and himself."
Irma Vep,1,No one does meta with more playfulness than Assayas.
Irma Vep,1,"For anyone who enjoys shows such as “Extras” and “Call My Agent” or movies including “Birdman,” “Irma Vep” is a welcome addition to the genre of the film and TV industry turning within itself."
Irma Vep,1,“Irma Vep” is a delightfully self-reflexive ode to the heartbreak of making and loving movies — or streaming television in the 2020s.
Irma Vep,1,"It’s become a cliché, the sort Assayas would pick on in one of his films, to say that good TV rewards patience, but this show really does. Among its pleasures is the work of Vikander, a clever and resourceful actor."
Irma Vep,1,Ridiculously bingeable and addictive.
Irma Vep,1,"It’s ostensibly about how film production all works, but it’s also quite funny, with its eclectic personalities fumbling through creating what they all hope will be a great work of art."
Irma Vep,1,"A cannily crafted, enjoyable and sometimes cheekily scabrous show that might nevertheless prove a super-niche proposition of most appeal to hardcore cinephile viewers."
Irma Vep,1,“Irma Vep” certainly leans into a more exclusive conversation about art — likely too elusive for mainstream audiences — but that lively discussion will be delectable for those in the know.
Irma Vep,1,"Everything is built around Vikander, in a role that makes expert use of the star’s ballet-trained physicality. There’s a palpable eroticism to her scenes with Arjona... but mostly the performance is just wonderfully light and open."
Barry,1,"Season three of Barry three slides into another stratosphere: it's that blisteringly clever, deeply layered, piercingly moving and terrifically acted."
Barry,1,"It just seems like we're quickly approaching a natural stopping point, though I happily acknowledge that Hader could find any number of pathways to explore."
Barry,1,"What makes Barry's third season so gripping isn't the plot, which is fairly similar to past seasons, but rather the way the show has levelled up in every other way."
Barry,1,"Given the moment of cultural backlash we’re living through, Barry feels eerily on the pulse. Always bleak, the supposed comedy is inching ever further into horror."
Barry,1,More corrosive (and lethal) than ever... [Full review in Spanish]
Barry,1,"“Barry” continues to be such a deceptively smart show about the human condition, while also being one of television’s funniest half hours. And the good news is that it picks up after a three-year hiatus as if no time has passed at all."
Barry,1,"It has always been a good show, but in its third season, Barry is beyond good...in turns hilarious and tragic. In an era where there is so much good television, there isn’t anything else quite like Barry."
Barry,1,Darker and smarter than ever. [Full review in Spanish]
Barry,1,"While previous seasons asked if it was possible to change, or if Barry is doomed to a life of violence, this season is firmly dealing with consequences."
Barry,1,Barry has always expertly balanced its tragicomedy demands so that even the funniest moments are laced with sadness while exploiting the absurd in the gloom. It’s a precarious tension but Hader and Berg have mastered it.
Barry,1,"This season is something close to a masterpiece in its meticulous set pieces and sun-washed cinematography, in its stunts and action sequences, and in deepening emotional stakes."
Barry,1,"The brilliant writing is what truly seals the deal here: no series is more adept at painting itself into a corner, and then blasting itself out with a jaw-dropping moment no-one could possibly see coming."
Barry,1,Barry is one of the tightest shows out there. Not a moment is wasted.
Barry,1,This season perfectly captures the mindset of being trapped in that zone between static existence and transition.
Barry,1,"Everyone in this world is weird, sad, and funny in their own unearthly way. As the lens pulls back, one thing becomes clear: Bill Hader and Alec Berg have created something brilliant, unlike anything weve seen before."
Barry,1,"Three years and a pandemic has done nothing to dull the edges of Barry or Bill Hader’s funny and sometimes frightening performance, and Winkler and the rest of the cast are still at the top of their games in the third season."
Barry,1,"Frankly, the averageness of all these people -- and all people -- is the crux of the show's sublime one-two punch of tragedy and giggles."
Barry,1,"Hader, believably shifting moods from catatonic to manic, makes Barry someone to fear and also, despite ourselves, to cheer. He belongs in the pantheon with Walter White and Dexter Morgan. Simply put, Barry slays me."
Barry,1,"Comedy lets Barry’s writers and performers deftly field all of these complex feelings, the fact that violence is abhorrent and yet compelling to watch, without feeling like it’s moralizing. Every squirm comes with an equally big laugh."
Barry,1,"Delving deeper into Hollywood's quirks and its title character's double life, the crackling third season continues to operate like a high-wire act without a net."
Barry,1,"Aside from these richly layered plot developments, the characterization and performances of Barry, Gene, Hank, and, above all Sally, help this hilarious and occasionally heart wrenching dramedy once again -- just like its title character -- hit the mark."
Barry,1,"Mostly, the season opens as a cautionary tale about getting what you wish for. Much like the story of The Monkeys Paw, or Stephen Kings Pet Sematary, the things you thought you wanted may not turn out to be what they seemed. They may be way, way worse."
Barry,1,This half-hour comedy is still one of television’s best suspense-filled thrillers.
Barry,1,"A master class on how to move a story forward without losing the spark that ignited it in the first place, keeping the tone without compromising substance. Full review in Spanish"
Barry,1,The series still has its trademark dark humor and self-deprecating inside Hollywood humility. The difference here is that all point points from previous seasons lead to a dark intensity while sacrificing a fair portion of comic relief.
Barry,1,"Season 3 is every bit as high-octane, uproarious, and unhinged as ever — and the dark part of this dark comedy is slowly closing in."
Barry,1,"The enthusiasm for acting which lit up Haders mobile features in the first two seasons is drained away. Hes now barely going through the motions of redemption. A show about faking it feels more fake, and therefore more true to itself than ever."
Barry,1,"The show still somehow manages to accomplish the Herculean feat of topping itself, zigging when most shows would zag and finding new, creative ways to make you laugh out loud."
Barry,1,"Barry more than justifies its existence as an ongoing series with a run of episodes that puts all of the show’s elements back in ridiculous, cruel harmony -- and in some cases go beyond anything Hader did in that immaculate first season."
Barry,1,"It’s so good this season that I not only want to recommend it to Vulture readers, I want to hand out flyers to random people on the street, imploring them to watch..."
Barry,1,"There's nothing on TV quite like Barry. The laughter is loud, but that makes the terrified silence more deafening."
Barry,1,"Even though we have waited three years for more episodes of Barry, it is absolutely worth it. While there are only eight episodes before we have to wait for more, these are the best chapters of this series yet."
Barry,1,"Barry is simply a masterpiece of deeply humane, hilarious satire."
Barry,1,"In Season 3, the comic drama gets as dark and morally knotty as Better Call Saul. Like Bob Odenkirk’s Saul, Hader’s Barry proves that an SNL funnyman can turn out to be one of the great dramatic actors on TV."
Barry,1,"Season 3 goes darker than this show every has before as it is unafraid to deep dive into PTSD, abuse, violence, humanity, and forgiveness. Filled with incredibly powerful performances by all involved, this is the best season yet."
Barry,1,"Among the many gifts Bill Hader delivers in this fabulous new chapter of his series is that, in picking off almost exactly where he left us, it feels almost as if the last two years never happened. How great is that?"
Barry,1,"Still strange, dark, harrowing and often — unexpectedly — very funny."
Barry,1,"After a nearly three-year absence, Barry returns darker and funnier than ever. Bill Hader’s reluctant hitman continues to find himself caught between a farce and horror, and the actor is a shoo-in for another Emmy nomination (and maybe win)."
Barry,1,"In its long-awaited third season, iBarryi is as assured and morosely hilarious as ever."
Barry,1,I care about so much of Barry that I don’t care about the things that I don’t care about.
Barry,1,"Every element works together seamlessly to deliver brisk, packed, profound, emotional, disturbing, and hilarious half-hour episodes that are so delectably perfect that it makes you feel sorry for every other show."
Barry,1,"In Season 3, the show has fully outgrown its cutesy premise to become one of TV's best thrill rides."
Barry,1,"Season three of Barry sees one of televisions most compelling, darkly comic series stepping back into the light with nary a beat skipped, finding new moral complications for its widening cast of characters without losing its offbeat sense of humor."
Barry,1,"The shocking originality of Hader's performance in the first season can't be replicated, of course, but he manages to maintain the quality of it throughout."
Barry,1,"It was good in its first two seasons and, I am pleased to report, it is still really good in its... third season. Maybe even better than ever."
Barry,1,"It’s one of the most meaningful, and complicated, uses of dark comedy on television. It’s also hard to tell whether the dark or the comedy will win in the end, but that’s what keeps us watching."
Barry,1,"A richer and deeper character study than “Barry” has previously been, and... a pleasing reward for fans who’ve waited nearly three years for more of this story."
Barry,1,"Where Barry or ""Barry"" goes next is an exciting, if trepidatious mystery. But both the man and the show are earning every step."
Barry,1,"This attention to detail — the performances, the direction, the awareness, the comedy, the sense of purpose — all come together to make “Barry” great."
Barry,1,"At times its almost unsettling to watch  and thats thanks in massive part to Bill Hader, who continues to deliver one of the most impressively versatile performances on television."
Barry,1,One of the best shows on TV is finally back.
The Time Traveler's Wife,0,"Overall The Time Travelers Wife is funny and poignant in its best moments, but uncomfortable and cringe-worthy at its worst."
The Time Traveler's Wife,0,The romantic sci-fi drama barely justifies its existence...
The Time Traveler's Wife,1,"The show is buoyed by the charisma of the two lovers, and it succeeds in mining its conceit for some gentle humour and reflections on love and loss."
The Time Traveler's Wife,1,"Seriously, this is once-in-a-decade bananas television."
The Time Traveler's Wife,0,Romance fluff with a hokey twist isn’t my cup of tea.
The Time Traveler's Wife,0,"If only time travel were real, they could use it to go back and do it right."
The Time Traveler's Wife,0,The bigger problem is that it’s all just a lot of time-traveling and dealing with the rigors of time-traveling. It’s mono-thematic.
The Time Traveler's Wife,1,"The show isn’t superb, but its romance and charming star make it far more watchable than the 2009 movie version with Rachel McAdams."
The Time Traveler's Wife,1,"The series is never so engrossing that you forget about Clare and Henry’s interactions when she is a child. There is always that niggly feeling it’s not quite right, and the show doesn’t do enough to assuage that impression."
The Time Traveler's Wife,0,A story that lacks strength... torn between what it wants to tell and how. [Full review in Spanish]
The Time Traveler's Wife,0,The Time Traveler’s Wife should probably have been left in the past.
The Time Traveler's Wife,1,"If the action scenes come across as a little jarring, that’s only because the quieter moments are by far the more impactful in Moffat’s smart, sensitive take."
The Time Traveler's Wife,1,"Whether you are into romantic stories or not, this is an overall well-acted and executed series that makes great use of its six-episode run and redeems the novel that was beloved by so many fans."
The Time Traveler's Wife,0,"Thinking ruins it in a very specific ways. Kick the mental tires too much on this genre romance, and the whole thing slides right into Skeeveyville."
The Time Traveler's Wife,0,What’s left is a show filled with so much hatred and ickiness it’s hard to believe anyone will find something to enjoy lurking inside all this muck.
The Time Traveler's Wife,1,"The Time Traveler’s Wife does not have the power of the unexpected. But it has a modest, formulaic appeal that will likely keep you going back (and back) for more."
The Time Traveler's Wife,1,[Moffat] takes the melodrama down a notch and salts the schmaltz with wit where he can.
The Time Traveler's Wife,0,"The adaptation is so lazy that episodes begin with the lead characters reading lines straight into the camera, rather than anyone making the effort to work them into the script."
The Time Traveler's Wife,0,"The Time Traveler's Wife focuses so much on the time travel element, it fails to build the relationship between the lead characters, which should be the heart of the series."
The Time Traveler's Wife,0,"Leslie and James do their best to keep the series afloat, but it falls to pieces around them, slowly but surely."
The Time Traveler's Wife,0,"Hollow characters, an uncertain tone and, most damningly, a total lack of chemistry keep The Time Traveler’s Wife from ever quite rising to the level of swoon-worthy."
The Time Traveler's Wife,0,Some books really might be unadaptable.
The Time Traveler's Wife,0,Light on romantic chemistry and heavy on the cringe.
The Time Traveler's Wife,0,"I think the most off-putting thing about The Time Traveler’s Wife, right from the jump, is how strangely chintzy and thin it looks."
The Time Traveler's Wife,1,"The two leads of The Time Traveler's Wife do their best to make complex moments of humanity crack through the wild hook, and Steven Moffat's deeper dive into the story via limited series offers up some moments, both funny and dramatic, that work."
The Time Traveler's Wife,0,"It's an admirable effort, but one that simply underscores how unadaptable this material might be -- the bottom line being that if time is indeed precious, these six episodes finally feel too much like a waste of it."
The Time Traveler's Wife,0,"The real star of this woeful, pointless television programme is its toxic gender and sexual politics."
The Time Traveler's Wife,0,"It would, at this point, take a truly inspired interpretation to make a Time Traveler’s Wife series work. Sadly, this ain’t it."
The Time Traveler's Wife,0,"The Time Traveler’s Wife is so unsatisfying, it’s a bit baffling why anybody, let alone Steven Moffat, whose work as a writer and showrunner includes Doctor Who and Sherlock, decided to have a go at it."
The Time Traveler's Wife,1,"It’s just a shame that The Time Traveler’s Wife sometimes feels, like its hero, as if it’s being pulled in a hundred different directions at once."
The Time Traveler's Wife,0,"Every time it feels as though the show might actually want to have a real conversation about fate, free will, or consequences, it slides away from the implication without ever fully looking it in the face."
The Time Traveler's Wife,1,"The six-episode first season delivers a welcome fairytale with a “Pushing Daisies” vibe, but with such a tight initial focus on just these two characters, one wonders if it can go the distance."
The Time Traveler's Wife,1,"Cynics won’t be able to stomach any of it, but the rest of us will gladly embrace the feels and tears."
The Time Traveler's Wife,0,"Bad wigs, limp characterization, indifferent plotting."
The Time Traveler's Wife,0,Let’s just hope “The Time Traveler’s Wife” never visits again in any other screen adaptation.
The Time Traveler's Wife,0,The story fails to convince that the couple shares much more than an understanding of the obstacles keeping them apart. So much time is spent on establishing the rules of this show’s game that there’s little room to play.
